field_1,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword,is_heat_related,field_25,geometry,BG1,BG2,BG3,BG4,BG5,BG6,weight1,weight2,weight3,weight4,weight5,weight6,bot_score,VADAR_sentiment
,281,37947,37947,6,https://twitter.com/MichaelEWebber/status/1520468017028734977,@MichaelEWebber,2022-04-30T18:19:58.000Z,Watching my son at a hot soccer game under the shade of my umbrella.,,16,30.23493249721793,-97.84629078,1651360798,2022,4,30,18,19,58,True,hot,,,,484530321001,484530320002.0,,,,,0.5681435731070731,0.4318564268929565,,,,,1.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,458,44242,44242,33,https://twitter.com/oldsheepdog_ay/status/1520596225229213696,@oldsheepdog_ay,2022-05-01T02:49:26.000Z,"Humid ride into work tonight but that max speed though 
#notbadforanoldguy",,,30.232049963784235,-97.82652594,1651391366,2022,5,1,2,49,26,True,humid,,,,484530441002,484530426002.0,,,,,0.8423341533732306,0.1576658466267401,,,,,0.6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,505,329750,329750,812,https://twitter.com/iwaspoisoned_/status/1520668065935024128,@iwaspoisoned_,2022-05-01T07:34:54.000Z,"Walmart, Lucky Charms - Austin, Texas - I have been nauseous for 4 months now,  I did eat lucky charms but I didn't think that would be the reason I did feel fatigue. I woul... Food Poisoning https://iwaspoisoned.com/i/j3LWRbN #walmart #luckycharms #fatigue #diarrhea #nausea",,,30.26733617391719,-97.73968297,1651408494,2022,5,1,7,34,54,True,fatigue,,,,484530325002,484530454003.0,,,,,0.5973808213764591,0.4026191786235243,,,,,1.5,"{'neg': 0.189, 'neu': 0.668, 'pos': 0.143, 'compound': -0.6705}"
,581,443408,443408,12,https://twitter.com/schnerk/status/1520798417861201923,@schnerk,2022-05-01T16:12:52.000Z,Not a bad way to prep for a humid and warm soccer game. Thanks @briskit_wispuhrer & the @brothertonsbbqpftx team! #eatlocal #TXBBQ @ Brotherton's Black Iron Barbecue,,,30.44602467,-97.65261431,1651439572,2022,5,1,16,12,52,True,humid,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.1,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7871}"
,734,356029,356029,17,https://twitter.com/MichelleS_tv/status/1520879789149769728,@MichelleS_tv,2022-05-01T21:36:12.000Z,Sunday sweat session ,,6,30.396262802312613,-97.72901642,1651458972,2022,5,1,21,36,12,True,sweat,,,,484530022161,,,,,,1.0000000000000002,,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,780,300518,300518,5366,https://twitter.com/a_j_t_j_a/status/1520910804479922176,@a_j_t_j_a,2022-05-01T23:39:27.000Z,Sunday Morning: #WWII Memorial just south of the #Texas line. The sun gave the monument a special glow. #RoadTrip #TX @ Texas https://instagram.com/p/CdCMBKUr6t0/?igshid=YTgzYjQ4ZTY=…,,,30.26832471419792,-97.74867281,1651466367,2022,5,1,23,39,27,True,glow,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.3,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}"
,936,451182,451182,286,https://twitter.com/GailAlfarATX/status/1521144920576253952,@GailAlfarATX,2022-05-02T15:09:45.000Z,"Giga Texas’ Solar Roof will be massive!  
 
@JoeTegtmeyer
 5/2/2022",,181,30.22191359399337,-97.61968768,1651522185,2022,5,2,15,9,45,True,solar,,,,484530011023,484530012004.0,484530011021.0,,,,0.6303736399173322,0.3333763660450543,0.036249994,,,,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,1189,409704,409704,3641,https://twitter.com/andrerezaie/status/1521331019101655041,@andrerezaie,2022-05-03T03:29:14.000Z,I don’t even want to know what we’ll have to deal with in August when we’ve got 114° degree temps and the power is out,,,30.44635585773107,-97.68507697,1651566554,2022,5,3,3,29,14,True,degree,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.4,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}"
,1203,291729,291729,252,https://twitter.com/buggsnax/status/1521358857028747274,@buggsnax,2022-05-03T05:19:51.000Z,"in a heat wave 
@snailmail",,,30.265635280097527,-97.75050737,1651573191,2022,5,3,5,19,51,True,heat,,,,484530019101,484530016021.0,484530019132.0,,,,0.6527387065076465,0.3466503947124416,0.000610899,,,,0.8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,1207,300481,300481,5329,https://twitter.com/shellyrosegold/status/1521396111742808064,@shellyrosegold,2022-05-03T07:47:53.000Z,"Had a great time in #Austin #Texas visiting my sister and brother-in-law… #Kayaking #comedy #chatting #music #sunshine #BBQ ahh it was a blast!  love you guys  @mattwaynesbrain @shegotjujueyeballs @ Austin, Texas",,,30.26832471419792,-97.74867281,1651582073,2022,5,3,7,47,53,True,sunshine,,,,484530329003,484530350001.0,,,,,0.5542086160696532,0.4457913839303151,,,,,,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9359}"
,1392,317344,317344,465,https://twitter.com/AguilarLeonard/status/1521619217279246337,@AguilarLeonard,2022-05-03T22:34:26.000Z,It’s going to be a hot summer.,,4,30.27458843,-97.74319152,1651635266,2022,5,3,22,34,26,True,hot,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,1691,409634,409634,3571,https://twitter.com/AntonyJosephind/status/1521891679145537536,@AntonyJosephind,2022-05-04T16:37:06.000Z,#savetheearth #savetheplanet #SaveTheOcean #ClimateActionNow #ClimateAction #ClimateEmergency #ClimateCrisis #ClimateJustice,,,30.44635585773107,-97.68507697,1651700226,2022,5,4,16,37,6,True,climate,,,,484530310001,484530321003.0,,,,,0.6819206446037205,0.3180793553963114,,,,,1.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,1789,67206,67206,32,https://twitter.com/MakeItRainShane/status/1521949278989688840,@MakeItRainShane,2022-05-04T20:25:59.000Z,"Thank you to 
@LCRA
 for hosting local meteorologists today to learn about the lake system during droughts and floods! We even got to tour the top of Tom Miller Dam. ",,57,30.294844921800696,-97.78615692,1651713959,2022,5,4,20,25,59,True,drought,,,,484530009024,484530009012.0,,,,,0.9084626036452096,0.091537396,,,,,0.3,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.5562}"
,1831,36641,36641,6,https://twitter.com/lisdptacc/status/1521970244599922688,@lisdptacc,2022-05-04T21:49:17.000Z,We are open tonight (5/4/22) from 4:45pm-7:15pm at BOTH locations! It is going to be in the triple digits this weekend - be sure to stop by & get some cool weather clothes! Tonight & Saturday are perfect times to have your student shop for themselves too!,,7,30.39014861414188,-97.84807647,1651718957,2022,5,4,21,49,17,True,weather,,,,484530334002,484530335001.0,484530335003.0,,,,0.5538861632996647,0.2944823983325835,0.1516314383677235,,,,1.1,"{'neg': 0.04, 'neu': 0.791, 'pos': 0.169, 'compound': 0.7891}"
,1930,409620,409620,3557,https://twitter.com/AntonyJosephind/status/1522036312957726725,@AntonyJosephind,2022-05-05T02:11:49.000Z,#saveEarth #savetheearth #savetheplanet #ClimateActionNow #ClimateEmergency #ClimateAction #ClimateJustice #climate #heatwaveinIndia #heatwave #HeatWaveIndia,,,30.44635585773107,-97.68507697,1651734709,2022,5,5,2,11,49,True,climate,,,,484530365001,484530366003.0,,,,,0.8692400150430853,0.130759985,,,,,1.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2060,409610,409610,3547,https://twitter.com/Bookbosss2012/status/1522234068380917760,@Bookbosss2012,2022-05-05T15:17:38.000Z,"on this humid Thursday I’m calling it a great day..wearing one of my new library shirts from #txla22 ,have a matching bowband from @chroniclesofapixie & during the fire drill I got to hold a sweet baby and got spit up on!! #holdingbabiesmakesmehappy #babyspitupmeansagreatday",,2,30.44635585773107,-97.68507697,1651781858,2022,5,5,15,17,38,True,humid,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.8,"{'neg': 0.048, 'neu': 0.799, 'pos': 0.153, 'compound': 0.7418}"
,2068,49164,49164,326,https://twitter.com/RadixHouseATX/status/1522237870282584066,@RadixHouseATX,2022-05-05T15:32:44.000Z,"We're watching the developing weather to our West. Radix House may close at our around 1pm. So hurry on over to your closest location!

http://RadixHouse.com #Coffee #atxcoffee #atx #latte #nitro #coldbrew",,,30.20760864121236,-97.817819,1651782764,2022,5,5,15,32,44,True,weather,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2080,49163,49163,325,https://twitter.com/RadixHouseATX/status/1522246728140926977,@RadixHouseATX,2022-05-05T16:07:56.000Z,"Radix House Coffee Shop locations will close at 1pm today due to incoming bad weather. 99 degrees this weekend. Come get some Cold Brew and iced lattes!
 @ Radix House Coffee Shop https://instagram.com/p/CdLrhi6Ozg5/?igshid=YTgzYjQ4ZTY=…",,,30.20760864121236,-97.817819,1651784876,2022,5,5,16,7,56,True,degree,,,,484530012004,484530013111.0,484530011023.0,,,,0.4812610735144744,0.3592957958966042,0.1594431305889204,,,,1.9,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5848}"
,2081,365661,365661,191,https://twitter.com/RadixHouseEast6/status/1522247140986146817,@RadixHouseEast6,2022-05-05T16:09:35.000Z,"Radix House Coffee Shop locations will close at 1pm today due to incoming bad weather. 99 degrees this weekend. Come get some Cold Brew and iced lattes!
 @ Radix House Coffee Shop - East 6th https://instagram.com/p/CdLrto4OCoZ/?igshid=YTgzYjQ4ZTY=…",,,30.26362295234017,-97.72892797,1651784975,2022,5,5,16,9,35,True,degree,,,,484530004023,484530004013.0,,,,,0.9935498271770442,0.006450173,,,,,2.8,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.5848}"
,2238,300376,300376,5224,https://twitter.com/LivvieStar/status/1522347295542501380,@LivvieStar,2022-05-05T22:47:33.000Z,"Some muli (radish) paratha  (bread) with chai was perfect for this amazing rainy weather.  @ Austin, Texas https://instagram.com/p/CdMZQjLrvJy/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1651808853,2022,5,5,22,47,33,True,weather,,,,484530021042,484530021041.0,,,,,0.7685626000545412,0.2314373999453872,,,,,1.2,"{'neg': 0.055, 'neu': 0.63, 'pos': 0.315, 'compound': 0.802}"
,2493,36739,36739,1,https://twitter.com/Sean_Ackley24/status/1522643488600375296,@Sean_Ackley24,2022-05-06T18:24:31.000Z,A modern home that is warm and cozy on the inside ,,1,30.21331019489278,-97.85014221,1651879471,2022,5,6,18,24,31,True,warm,,,,484530370001,,,,,,1.0000000000000002,,,,,,0.3,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}"
,2598,361,361,102,https://twitter.com/Russglennmusic/status/1522697965822951427,@Russglennmusic,2022-05-06T22:01:00.000Z,Looking forward to playing @familybusinessbeerco  tomorrow from 2-5 PM! Great brews and pizza! It’s gonna be a hot one so stay frosty at Family Business! @ Family Business Beer Company,,,30.292726921866308,-98.07974585,1651892460,2022,5,6,22,1,0,True,hot,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.4,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7767}"
,2601,300337,300337,5185,https://twitter.com/auvie2/status/1522699392997859328,@auvie2,2022-05-06T22:06:40.000Z,"Currently 92 degrees. @ Austin, Texas https://instagram.com/p/CdO5X8eOBusd9op7fXunb_LokvsSoFBrPZZIOE0/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1651892800,2022,5,6,22,6,40,True,degree,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2714,409563,409563,3500,https://twitter.com/AntonyJosephind/status/1522767146237022208,@AntonyJosephind,2022-05-07T02:35:53.000Z,#saveEarth #savetheearth #savetheplanet #ClimateCrisis #ClimateActionNow #ClimateEmergency #ClimateAction #climate #ClimateJustice #SaveEnvironmenttoSaveEarth,,1,30.44635585773107,-97.68507697,1651908953,2022,5,7,2,35,53,True,climate,,,,484530469003,,,,,,1.0000000000000002,,,,,,1.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2809,285889,285889,132,https://twitter.com/MAAlcala/status/1522947487304192002,@MAAlcala,2022-05-07T14:32:30.000Z,It’s 81° and humid this morning. It’s hot.,,8,30.26475023647056,-97.75231901,1651951950,2022,5,7,14,32,30,True,hot,,,,484530004023,484530004013.0,,,,,0.9935498271770442,0.006450173,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2890,368951,368951,462,https://twitter.com/InghamFNBCT/status/1522994774244003840,@InghamFNBCT,2022-05-07T17:40:24.000Z," Hydration is key. Ready for an outdoor broadcast of 
@BaylorSoftball
 vs Texas. First pitch at 1:02 on 101.3 FM or http://listen.streamon.fm/kbhthd2",,4,30.280747267456512,-97.72690656,1651963224,2022,5,7,17,40,24,True,hydration,,,,484539800001,,,,,,1.0000000000000002,,,,,,0.4,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}"
,2906,4446,4446,54,https://twitter.com/seanlcraig/status/1523001464071004161,@seanlcraig,2022-05-07T18:06:59.000Z,"I am sure this will sock you…I ordered my first beer at Jester King and it is fresh and excellent!!  F$&*@ng hot..98 degrees in the shade. - Drinking a German-Style Pilsner by 
@jesterkingbeer
 at 
@jesterkingbeer
  — https://untp.beer/s/c1155959461",,,30.23105520962965,-97.99726202,1651964819,2022,5,7,18,6,59,True,degree,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.6,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.8353}"
,2931,5545,5545,3,https://twitter.com/cristinagboswel/status/1523017410319876097,@cristinagboswel,2022-05-07T19:10:21.000Z,"Here’s to starting #summer in #austintx  with my #bestie #sister! #wine #pool #heat @ The Hills, Texas",,2,30.34794801,-97.98191951,1651968621,2022,5,7,19,10,21,True,heat,,,,484530352003,484530373001.0,,,,,0.917364674,0.082635326,,,,,1.6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,2939,401091,401091,4,https://twitter.com/Kaxan_KXAN/status/1523022338144411649,@Kaxan_KXAN,2022-05-07T19:29:56.000Z,"Hey guys, due to heat the costume contest at Hank’s has been canceled. Thank you for thinking about our safety. Customer for life! Happy 4th Anniversary!  #Austin 
@austinhumane",,39,30.312022508061062,-97.69588064,1651969796,2022,5,7,19,29,56,True,heat,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.4,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8619}"
,2956,10481,10481,20,https://twitter.com/DustinLMcComas/status/1523034436291420167,@DustinLMcComas,2022-05-07T20:18:00.000Z,"(Do me a favor and imagine a three-run  flying over the LCF wall. Promise it happened. Phone was overheating  . But the celebration confirms.)
@ColeBJohnson
 provided the big swing for 
@LTCavBaseball
 today.",,26,30.328013467688667,-97.97131583,1651972680,2022,5,7,20,18,0,True,heat,,,,484530023221,484530024031.0,,,,,0.7486490235909027,0.251350976,,,,,0.6,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.3612}"
,2975,172235,172235,37,https://twitter.com/MikeGrayAFC/status/1523047117249462272,@MikeGrayAFC,2022-05-07T21:08:24.000Z,Afternoon #LAGalaxy fans! It is burning lava hot outside. ,,38,30.247659538307893,-97.7579354,1651975704,2022,5,7,21,8,24,True,burn,,,,484530343001,484530337001.0,,,,,0.6782612336625231,0.060280955,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,3029,409556,409556,3493,https://twitter.com/AntonyJosephind/status/1523083034659983363,@AntonyJosephind,2022-05-07T23:31:07.000Z,#saveEarth #savetheplanet #ClimateCrisis #ClimateActionNow #ClimateAction #climateanxiety,,,30.44635585773107,-97.68507697,1651984267,2022,5,7,23,31,7,True,climate,,,,484530011011,484530011032.0,,,,,0.5518188639113287,0.4481811360887276,,,,,1.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,3032,409555,409555,3492,https://twitter.com/AntonyJosephind/status/1523083650744877056,@AntonyJosephind,2022-05-07T23:33:34.000Z,#ClimateActionNow #ClimateCrisis #ClimateAction #climate #ClimateStrike #saveEarth #savetheplanet,,1,30.44635585773107,-97.68507697,1651984414,2022,5,7,23,33,34,True,climate,,,,484530358002,,,,,,1.0000000000000002,,,,,,1.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,3054,25094,25094,67,https://twitter.com/megan_fleming/status/1523100125236645888,@megan_fleming,2022-05-08T00:39:02.000Z,such a beautiful day but wheeeeew it’s hawt,,,30.40663994627672,-97.87673196,1651988342,2022,5,8,0,39,2,True,hawt,,,,484530011012,484530011021.0,,,,,0.6452316554820514,0.3547683445179351,,,,,0.3,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.3506}"
,3088,460409,460409,32,https://twitter.com/HawkTennis1/status/1523121194366513153,@HawkTennis1,2022-05-08T02:02:45.000Z,"Our fundraiser was a SUCCESS & we had 42 participants playing in 100 degrees today for a good cause.  Donations will go to team meals, equipment, and a  for every / in Pflugerville.  
We’re still taking donations for 2wks…write “N/A for tourney.”

https://pflugervilleisd.revtrak.net/hs/hendrickson-high-school/hhs-tennis/…",,10,30.465223809003767,-97.59101188,1651993365,2022,5,8,2,2,45,True,degree,,,,484530013102,484530013092.0,484530013103.0,,,,0.8213678323764643,0.092582263,0.086049904,,,,0.4,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8455}"
,3251,368947,368947,458,https://twitter.com/InghamFNBCT/status/1523358241484275713,@InghamFNBCT,2022-05-08T17:44:42.000Z,"Operation avoid heat stroke, part II. Tune in on 101.3 FM at 1pm for 
@BaylorSoftball
 and Texas. Bears going for the series win.",,8,30.280747267456512,-97.72690656,1652049882,2022,5,8,17,44,42,True,heat,,,,484530352003,484530373001.0,,,,,0.917364674,0.082635326,,,,,0.4,"{'neg': 0.081, 'neu': 0.778, 'pos': 0.141, 'compound': 0.3818}"
,3337,434902,434902,183,https://twitter.com/AL_0713/status/1523426143285567488,@AL_0713,2022-05-08T22:14:31.000Z,"Steamy, 98-degree Austin today where I managed to snap this pic before stepping outside into the heat! More TX pics this week. #austintexas #atx #happymothersday #barbecue https://instagram.com/p/CdUD3Fjr7VY5kAX5U01yM5aQmAIKdIA5XUFM1Q0/?igshid=YTgzYjQ4ZTY=…",,,30.20258644090335,-97.67033677,1652066071,2022,5,8,22,14,31,True,degree,,,,484530011023,484530011022.0,484530011021.0,,,,0.6548391131051324,0.245079525379839,0.1000813615150199,,,,0.9,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.5883}"
,3346,300228,300228,5076,https://twitter.com/GinaFraustro/status/1523430792772616192,@GinaFraustro,2022-05-08T22:32:59.000Z,"Had a blast at the Pecan Street Festival yesterday with my sister and my lovely niece. It was HOT but FUN. Glad it’s back! #austintexas #ATX #6thstreet @ Austin, Texas https://instagram.com/p/CdUF-cTpiok/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1652067179,2022,5,8,22,32,59,True,hot,,,,484530013083,484530023233.0,484530023221.0,,,,0.5859010093626627,0.3282812263007028,0.085817764,,,,0.4,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9365}"
,3410,2275,2275,443,https://twitter.com/HeliSlacker/status/1523466508865015808,@HeliSlacker,2022-05-09T00:54:55.000Z,How to beat some of that Texas Heat,,12,30.45280531852985,-98.00608649,1652075695,2022,5,9,0,54,55,True,heat,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,3545,300201,300201,5049,https://twitter.com/ThisIsRiSi/status/1523683530517225473,@ThisIsRiSi,2022-05-09T15:17:17.000Z,"Don’t hate me ~ but I kinda love a 97 degree day now n again … & i’m coming home tan! #texas    @ Austin, Texas https://instagram.com/p/CdV46CbugBj/?igshid=YTgzYjQ4ZTY=…",,1,30.26832471419792,-97.74867281,1652127437,2022,5,9,15,17,17,True,degree,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,2.1,"{'neg': 0.073, 'neu': 0.75, 'pos': 0.177, 'compound': 0.6488}"
,3617,95270,95270,1,https://twitter.com/Mary_Wasson/status/1523748803521744896,@Mary_Wasson,2022-05-09T19:36:39.000Z,"It’s Monday, May 9th, 100+ degrees … I’m out here dragging a tire getting ready for a backpacking trip!   @ Atomic Legion https://instagram.com/p/CdWWlrVldBh/?igshid=YTgzYjQ4ZTY=…",,,30.22151230994616,-97.76006376,1652142999,2022,5,9,19,36,39,True,degree,,,,484530011011,484530011032.0,,,,,0.9591295578789066,0.040870442,,,,,0.3,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4199}"
,3690,450860,450860,20,https://twitter.com/Chykalet/status/1523782865552482310,@Chykalet,2022-05-09T21:52:00.000Z,It’s hot!,,,30.335585702545565,-97.61809557,1652151120,2022,5,9,21,52,0,True,hot,,,,484530019212,484530019211.0,,,,,0.6888743111827489,0.3111256888172203,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,3939,54897,54897,19,https://twitter.com/myspeedymart/status/1524061997742137346,@myspeedymart,2022-05-10T16:21:10.000Z,"Double trouble? More like Triple Trouble.    

Come grab these new Triple IPA Beers…trust me you’ll need a nice cold beer with this Texas heat  
@StoneBrewing
  @SierraNevada",,,30.44645656886937,-97.80592496,1652217670,2022,5,10,16,21,10,True,heat,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.2,"{'neg': 0.17, 'neu': 0.662, 'pos': 0.168, 'compound': -0.0183}"
,3961,329713,329713,775,https://twitter.com/iwaspoisoned_/status/1524075705474199552,@iwaspoisoned_,2022-05-10T17:15:38.000Z,"Lucky Charms, General Mills - Austin, Texas - I had nausea, chills, fever, stomach & body pains after eating a bowl of cereal Food Poisoning https://iwaspoisoned.com/i/O3Yn1vz #luckycharms #generalmills #nausea #diarrhea #vomiting #fever #chills #bodyache",,,30.26733617391719,-97.73968297,1652220938,2022,5,10,17,15,38,True,fever,,,,484530022161,,,,,,1.0000000000000002,,,,,,1.5,"{'neg': 0.156, 'neu': 0.709, 'pos': 0.135, 'compound': -0.2263}"
,3989,25091,25091,64,https://twitter.com/ChrisHessLMT/status/1524101593867730947,@ChrisHessLMT,2022-05-10T18:58:31.000Z,"My lunch is likely better than your lunch...at least on this day. Eating some pretty good Mexican food and drinking some really good drinks while staring at Lake Travis. 

#travel #vacation #food #laketravis #oasis",,,30.40663994627672,-97.87673196,1652227111,2022,5,10,18,58,31,True,oasis,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.7,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.9041}"
,4135,295143,295143,106,https://twitter.com/Strattiiix/status/1524209361706434564,@Strattiiix,2022-05-11T02:06:44.000Z,"Got to hang with my boys 
@evanf1997_
 @Sweatcicle
 just was missing my guy 
@cbgray_
! They are great for the Destiny community but even better in person.",,6,30.27012913026052,-97.74864992,1652252804,2022,5,11,2,6,44,True,sweat,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,1.3,"{'neg': 0.05, 'neu': 0.743, 'pos': 0.207, 'compound': 0.7263}"
,4240,316006,316006,30,https://twitter.com/iwaspoisoned_/status/1524415772411543553,@iwaspoisoned_,2022-05-11T15:46:57.000Z,"Austin, Texas - On 5/5/22, ~12:30 p.m., I visited the deli and got a small gumbo with a little chili con carne, small salad (spinach, arugula, cheeses, chopped... Food Poisoning https://iwaspoisoned.com/i/dzPyQeg #nausea #diarrhea #headache #gas #cramps #fatigue #stomachpain",,,30.30706773942703,-97.7427773,1652302017,2022,5,11,15,46,57,True,cramps,,,,484530019221,484530020043.0,,,,,0.9804387491787828,0.019561251,,,,,1.5,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.7003}"
,4297,427278,427278,11,https://twitter.com/TotalTrafficAUS/status/1524454472684089345,@TotalTrafficAUS,2022-05-11T18:20:43.000Z,Accident cleared in #Austin on Wells Br Pky at Thermal Dr #ATXtraffic http://bit.ly/10BGKax,,,30.43457314103781,-97.67982453,1652311243,2022,5,11,18,20,43,True,thermal,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,2.3,"{'neg': 0.188, 'neu': 0.606, 'pos': 0.206, 'compound': -0.1779}"
,4397,89692,89692,240,https://twitter.com/RudyEngland/status/1524520751088508928,@RudyEngland,2022-05-11T22:44:05.000Z,It’s Austin’s hottest May ever. I have officially entered the pool.  #atx,,,30.25494533898032,-97.76504475,1652327045,2022,5,11,22,44,5,True,hot,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,4401,25090,25090,63,https://twitter.com/CoachMarsh22/status/1524521173459087360,@CoachMarsh22,2022-05-11T22:45:46.000Z,State track meet tradition!! The Oasis the night before the meet!! #LadyCatTakeover,,17,30.40663994627672,-97.87673196,1652327146,2022,5,11,22,45,46,True,oasis,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,4454,2257,2257,425,https://twitter.com/TylerG1998/status/1524556762556379136,@TylerG1998,2022-05-12T01:07:11.000Z,"Iffy weather = think calm thoughts. 

This will be the 19th launch for #SpaceX in 2022, and the 12th #Starlink mission of the year. A success will help the company surpass their 2017 total manifest (18).",,221,30.45280531852985,-98.00608649,1652335631,2022,5,12,1,7,11,True,weather,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.2,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8271}"
